timeStep;reward
1;33.0
2;15.0
3;36.0
4;17.0
5;-21.0
6;11.0
7;-18.0
8;17.0
9;-57.0
10;13.0
11;-15.0
12;16.0
13;-16.0
14;16.0
15;-66.0
16;-21.0
17;11.0
18;-72.0
19;-18.0
20;13.0
21;-145.0
22;-60.0
23;-18.0
24;13.0
25;14.0
26;40.0
27;30.0
28;15.0
29;-20.0
30;14.0
31;-66.0
32;11.0
33;-130.0
34;-57.0
35;-21.0
36;16.0
37;-145.0
38;11.0
39;0.0
40;35.0
41;30.0
42;11.0
43;-7.0
44;35.0
45;-44.0
46;-45.0
47;28.0
48;25.0
49;39.0
50;17.0
51;28.0
52;15.0
53;16.0
54;27.0
55;12.0
56;-63.0
57;-19.0
58;16.0
59;27.0
60;15.0
61;-15.0
62;12.0
63;-130.0
64;-16.0
65;16.0
66;36.0
67;13.0
68;-130.0
69;14.0
70;-75.0
71;11.0
72;28.0
73;45.0
74;17.0
75;-115.0
76;13.0
77;25.0
78;24.0
79;15.0
80;-69.0
81;-130.0
82;14.0
83;27.0
84;14.0
85;-125.0
86;-15.0
87;14.0
88;45.0
89;27.0
90;11.0
91;30.0
92;27.0
93;11.0
94;35.0
95;15.0
96;-125.0
97;-18.0
98;13.0
99;21.0
100;14.0
101;21.0
102;15.0
103;14.0
104;30.0
105;30.0
106;13.0
107;36.0
108;17.0
109;25.0
110;39.0
111;14.0
112;30.0
113;11.0
114;35.0
115;16.0
116;39.0
117;16.0
118;33.0
119;13.0
120;21.0
121;20.0
122;11.0
123;25.0
124;33.0
125;12.0
126;-115.0
127;-66.0
128;13.0
129;39.0
130;14.0
131;27.0
132;12.0
133;30.0
134;36.0
135;17.0
136;39.0
137;11.0
138;40.0
139;36.0
140;14.0
141;21.0
142;14.0
143;27.0
144;13.0
145;36.0
146;11.0
147;35.0
148;16.0
149;27.0
150;14.0
151;21.0
152;11.0
153;25.0
154;33.0
155;13.0
156;39.0
157;17.0
158;39.0
159;16.0
160;21.0
161;-20.0
162;16.0
163;39.0
164;17.0
165;39.0
166;13.0
167;33.0
168;17.0
169;39.0
170;13.0
