timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
31922;5.0;6;-4.0;217.05576281314035;221.46128594510074;false;17.0
31923;1.0;17;2.0;227.17920660566747;216.0382968728698;false;21.0
31924;3.0;7;-2.0;216.70921874763312;218.87436456093045;false;14.0
31925;1.0;14;2.0;227.63818284547827;230.14521226627014;false;33.0
31926;3.0;11;-2.0;219.05023585141126;219.32562985667298;false;14.0
31927;1.0;14;2.0;228.13958872963664;246.20452906233214;false;39.0
31928;3.0;13;2.0;230.22725451370238;226.1431806955792;false;30.0
31929;5.0;6;-4.0;217.93686743953242;222.57731911655816;false;14.0
31930;1.0;14;2.0;231.75257679617573;226.67412917037592;false;30.0
31931;3.0;10;-2.0;218.5268101893066;219.45592219319715;false;17.0
31932;1.0;17;2.0;224.95102465910793;226.84136933107624;false;30.0
31933;3.0;10;-2.0;218.7126325900847;221.6631985439142;false;14.0
31934;1.0;14;2.0;230.73688727101577;232.61233278391174;false;36.0
31935;3.0;12;-2.0;218.4581475376797;222.00077873623547;false;14.0
31936;1.0;14;2.0;231.11197637359496;227.37247120276552;false;30.0
31937;3.0;10;-2.0;219.30274578085059;221.32766780548616;false;14.0
31938;1.0;14;2.0;230.36407533942906;227.73695716719993;false;30.0
31939;3.0;10;-2.0;219.7077301857777;220.85478653448493;false;14.0
31940;1.0;14;2.0;229.83865170498325;245.46939577506996;false;39.0
31941;3.0;13;2.0;229.41043975007773;224.56281140158606;false;20.0
31942;5.0;4;-2.0;227.29201266842895;227.94342730996723;false;30.0
31943;3.0;10;-2.0;219.93714145551914;223.66832046710053;false;14.0
31944;1.0;14;2.0;232.9648005190006;222.50840499207976;false;27.0
31945;3.0;9;-2.0;217.23156110231085;215.14680213832943;false;11.0
31946;1.0;11;2.0;226.82978015369937;228.61503953205187;false;30.0
31947;3.0;10;-2.0;220.68337725783542;221.7861692722548;false;14.0
31948;1.0;14;2.0;230.87352141361643;228.81354209464737;false;30.0
31949;3.0;10;-2.0;220.9039356607193;219.22176135462038;false;12.0
31950;1.0;12;2.0;230.24640150513375;228.51075071954958;false;30.0
31951;3.0;10;-2.0;220.56750079949953;221.41537299484037;false;14.0
31952;1.0;14;2.0;230.46152554982262;222.1331483785631;false;27.0
31953;3.0;9;-2.0;216.81460930951457;219.91626510401366;false;14.0
31954;1.0;14;2.0;228.79585011557072;228.66336771471092;false;30.0
31955;3.0;10;-2.0;220.73707523856768;218.6445829636134;false;16.0
31956;1.0;16;2.0;225.16064773734823;228.28671910521913;false;30.0
31957;3.0;10;-2.0;220.31857678357682;215.71833200199654;false;13.0
31958;1.0;13;2.0;225.2425911133295;227.4586750445347;false;30.0
31959;3.0;10;-2.0;219.39852782726075;219.89241827185887;false;14.0
31960;1.0;14;2.0;228.76935363539874;244.59682267234146;false;39.0
