timeStep;prevPrice;prevCustomers;chosenAction;oldQValue;newQValue;rand;reward
8255;3.0;10;-4.0;24.98600979757379;26.600495740106766;false;-18.0
8256;-1.0;18;4.0;49.556106377896405;52.77801628747235;false;30.0
8257;3.0;10;6.0;-90.67761535816247;-22.65306347123086;true;-18.0
8258;9.0;-2;-6.0;-5.170070523589841;44.14486160515632;true;30.0
8259;3.0;10;4.0;-77.52847697500802;33.62553642958542;true;14.0
8260;7.0;2;-6.0;21.806151588428246;43.625164561426416;false;14.0
8261;1.0;14;2.0;32.91684951269602;47.368485841450436;false;30.0
8262;3.0;10;-4.0;19.298317601611593;27.180439523830437;false;-18.0
8263;-1.0;18;4.0;50.200488359811594;48.78726778744983;false;30.0
8264;3.0;10;-4.0;20.874741986055362;26.926059820805314;false;-18.0
8265;-1.0;18;4.0;49.91784424533924;49.876504997704814;false;30.0
8266;3.0;10;-4.0;22.085005553005352;26.91861875623112;false;-18.0
8267;-1.0;18;4.0;49.90957639581235;50.74655537428545;true;30.0
8268;3.0;10;-4.0;23.051728193650504;27.069274972356276;true;-18.0
8269;-1.0;18;4.0;50.07697219150697;51.469713794452495;false;30.0
8270;3.0;10;-4.0;23.85523754939166;27.319968460886464;true;-18.0
8271;-1.0;18;4.0;50.35552051209607;52.09336535852156;false;30.0
8272;3.0;10;-2.0;-79.65857501018358;46.22645910060221;true;14.0
8273;1.0;14;2.0;35.8071767784469;55.995454924925646;false;30.0
8274;3.0;10;4.0;-77.52847697500802;37.55295876472509;true;14.0
8275;7.0;2;-6.0;26.16995418302788;49.86034916696838;false;14.0
8276;1.0;14;2.0;39.84483240774265;57.55589651759104;false;30.0
8277;3.0;10;-2.0;-79.65857501018358;53.048340706741094;true;14.0
8278;1.0;14;-6.0;-88.59025901270337;-122.51071782617188;true;-130.0
8279;-5.0;26;6.0;8.321424637586803;23.186743356681937;false;14.0
8280;1.0;14;2.0;10.207492618535483;61.593418541286226;false;30.0
8281;5.0;10;4.0;24.329952340054568;41.817229861834385;true;14.0
8282;7.0;2;-6.0;30.90803317981598;32.43621002277707;false;14.0
8283;1.0;14;-4.0;-94.38476382322293;-44.73873155331941;true;-66.0
8284;-3.0;22;2.0;23.623631607422876;27.632780533243057;false;-18.0
8285;-1.0;18;2.0;-35.33866822471659;20.695996338624163;true;14.0
8286;1.0;14;2.0;7.4399959318046225;61.593418541286226;false;30.0
8287;3.0;10;-4.0;35.103798379206914;22.23150376754679;false;-18.0
8288;-1.0;18;2.0;-35.33866822471659;30.44361240833085;true;14.0
8289;1.0;14;2.0;18.270680453700944;59.2764055111874;false;30.0
8290;3.0;10;-4.0;32.52933945687489;19.66505324753699;false;-18.0
8291;-1.0;18;4.0;41.850059163929984;56.960833993506576;true;30.0
8292;3.0;10;4.0;-77.52847697500802;42.09230169356738;true;14.0
8293;7.0;2;-6.0;31.213668548408197;37.824642918678414;false;14.0
8294;1.0;14;-6.0;-88.59025901270337;-119.83496045673475;true;-130.0
8295;-5.0;26;6.0;11.29448838140583;11.489421452730472;false;14.0
8296;1.0;14;2.0;-2.789531719188364;59.14528149964739;false;30.0
8297;3.0;10;6.0;-90.67761535816247;-13.776375688056547;true;-18.0
8298;9.0;-2;-6.0;4.692915902159394;50.83647757586773;false;30.0
8299;3.0;10;-4.0;23.151641750964146;22.384992716860772;false;-18.0
8300;-1.0;18;4.0;44.872214129845304;50.69848074972913;false;30.0
8301;3.0;10;-4.0;22.99831194414347;23.433720708439864;true;-18.0
8302;-1.0;18;4.0;46.03746745382207;50.77685432730247;false;30.0
8303;3.0;10;-2.0;-79.65857501018358;22.63768783212091;true;14.0
8304;1.0;14;2.0;9.597430924578788;50.696267271623746;false;30.0
8305;3.0;10;-4.0;22.995852524026382;24.28681034566634;false;-18.0
8306;-1.0;18;4.0;46.98534482851815;50.92863967951894;false;30.0
8307;3.0;10;-4.0;23.254044088354373;24.996603418846483;true;-18.0
8308;-1.0;18;2.0;-35.33866822471659;30.035478374589;true;14.0
8309;1.0;14;2.0;17.817198193987778;51.242300359007515;false;30.0
8310;3.0;10;-4.0;23.602555954452797;21.803668842503207;false;-18.0
8311;-1.0;18;4.0;44.22629871389245;50.91850067885659;false;30.0
8312;3.0;10;-4.0;23.24277853206288;23.008265196196753;false;-18.0
8313;-1.0;18;4.0;45.56473910688528;50.87628827840069;false;30.0
8314;3.0;10;-4.0;23.195875864889654;23.96434404706953;false;-18.0
8315;-1.0;18;4.0;46.62704894118836;51.01461255119307;false;30.0
8316;3.0;10;-2.0;-79.65857501018358;36.051996764292554;true;14.0
8317;1.0;14;6.0;-87.1843107625156;43.28227708021602;true;14.0
8318;7.0;2;-6.0;32.53586342246224;39.43240728587293;false;14.0
8319;1.0;14;6.0;-87.1843107625156;44.52365497562994;true;14.0
8320;7.0;2;-6.0;33.91517219514438;42.36018372431173;false;14.0
8321;5.0;10;-2.0;-6624.597421313949;24.75410549687038;true;-18.0
8322;-1.0;18;4.0;47.50456166318931;53.30104945852711;false;30.0
8323;3.0;10;-4.0;25.890054953919012;25.79747330003118;false;-18.0
8324;-1.0;18;4.0;48.66385922225687;53.28438476082731;false;30.0
8325;3.0;10;-4.0;25.871538623141447;26.62916789697386;false;-18.0
8326;-1.0;18;2.0;-35.33866822471659;42.36018372431173;true;14.0
8327;1.0;14;-4.0;-94.38476382322293;-44.017084746671785;true;-66.0
8328;-3.0;22;2.0;24.42546139258691;25.328167387955205;true;-18.0
8329;-1.0;18;4.0;48.142408208839115;53.42075803011714;false;30.0
8330;3.0;10;-4.0;26.02306447790793;26.278270355785253;false;-18.0
8331;-1.0;18;4.0;49.19807817309472;53.466695088135054;false;30.0
8332;3.0;10;-4.0;26.074105653483393;27.046621400492512;false;-18.0
8333;-1.0;18;4.0;50.05180155610279;53.64174792259669;false;30.0
8334;3.0;10;-4.0;26.26860880288522;27.692811746461416;false;-18.0
8335;-1.0;18;4.0;50.76979082940157;53.898104452440414;false;30.0
8336;3.0;10;6.0;-90.67761535816247;-5.470534586789043;true;-18.0
8337;9.0;-2;-6.0;13.921628236901062;48.1337873363303;false;30.0
8338;3.0;10;-4.0;20.14865259592256;28.25590819860841;false;-18.0
8339;-1.0;18;4.0;51.39545355400934;49.59309334481375;false;30.0
8340;3.0;10;-4.0;21.77010371645973;27.9314833609532;false;-18.0
8341;-1.0;18;4.0;51.034981512170226;50.70214168082258;false;30.0
8342;3.0;10;-4.0;23.002379645358424;27.871572191310626;false;-18.0
8343;-1.0;18;4.0;50.968413545900695;51.57859633909398;false;30.0
8344;3.0;10;-6.0;-74.54424683275707;-43.85459766750549;true;-66.0
8345;-3.0;22;2.0;24.60600259166057;27.981405094085417;false;-18.0
8346;-1.0;18;6.0;-36.061347873675665;49.23957317966028;true;30.0
8347;5.0;6;-2.0;-138.4045746858443;39.369049491124194;true;30.0
8348;3.0;10;-4.0;10.410054990137994;27.64824724760718;false;-18.0
8349;-1.0;18;2.0;-35.33866822471659;28.765071725048465;true;14.0
8350;1.0;14;2.0;16.405635250053848;42.471924097468644;false;30.0
8351;3.0;10;-6.0;-74.54424683275707;-43.24702521706901;true;-66.0
8352;-3.0;22;2.0;25.28108309214554;23.696310708594474;false;-18.0
8353;-1.0;18;2.0;-35.33866822471659;33.45700371758313;true;14.0
8354;1.0;14;2.0;21.618893019536806;32.193074738902496;false;30.0
8355;3.0;10;4.0;-77.52847697500802;46.04375705088007;true;14.0
8356;7.0;2;-6.0;35.60417450097785;35.36035642706895;false;14.0
8357;1.0;14;2.0;23.733729363409942;40.04233606028041;false;30.0
8358;3.0;10;-4.0;11.158151178089344;21.37930923604054;false;-18.0
8359;-1.0;18;4.0;43.75478804004504;41.882144510711626;true;30.0
8360;3.0;10;-4.0;13.202382789679584;21.04223340076053;false;-18.0
8361;5.0;10;4.0;27.2127473749025;43.2933176207062;false;30.0
8362;3.0;10;-4.0;14.770352911895774;21.04223340076053;false;-18.0
8363;-1.0;18;4.0;43.38025933417836;44.42225610870185;true;30.0
8364;3.0;10;-4.0;16.024729009668725;21.229792820174758;true;-18.0
8365;-1.0;18;4.0;43.58865868908306;45.35916759459294;false;30.0
8366;3.0;10;-4.0;17.065741771769932;21.548484423166535;false;-18.0
8367;-1.0;18;4.0;43.942760470185036;46.16606127184433;false;30.0
8368;3.0;10;-4.0;17.962290302049254;21.9486785674652;false;-18.0
8369;-1.0;18;4.0;44.38742063051689;46.8836111596192;true;30.0
8370;3.0;10;-4.0;18.759567955132443;22.397992862703617;false;-18.0
8371;-1.0;18;4.0;44.88665873633735;47.53852764298201;false;30.0
8372;3.0;10;-4.0;19.487252936646676;22.87532926589966;false;-18.0
8373;-1.0;18;4.0;45.417032517666286;48.14838138224755;false;30.0
8374;3.0;10;-4.0;20.164868202497274;23.366972061524287;true;-18.0
8375;-1.0;18;4.0;45.96330229058254;48.724760076872414;false;30.0
8376;3.0;10;-4.0;20.805288974302677;23.864034463056463;false;-18.0
8377;-1.0;18;4.0;46.51559384784051;49.27533426484809;false;30.0
8378;3.0;10;-6.0;-74.54424683275707;-43.532284246108205;true;-66.0
8379;-3.0;22;2.0;24.964128615435328;24.36078773811782;false;-18.0
8380;-1.0;18;4.0;47.067541931242026;37.584456247579;false;30.0
8381;3.0;10;6.0;-90.67761535816247;0.6876540511082183;true;-18.0
8382;9.0;-2;-4.0;-245.67478242446936;52.47808745213058;true;30.0
8383;5.0;6;2.0;-128.1081567939646;45.999869797576466;true;14.0
8384;7.0;2;6.0;-199.04786127820248;-241.57918020069155;true;-130.0
8385;13.0;-10;-4.0;-123.97686688965726;6.396178982270079;false;-18.0
8386;9.0;-2;6.0;-274.26728224528864;-636.3002465782108;true;-210.0
8387;15.0;-14;-2.0;-723.8156227736123;-218.11203194374463;true;-130.0
8388;13.0;-10;-4.0;-97.90225771527179;-113.01710119826187;false;-18.0
8389;9.0;-2;-6.0;-105.57455688695764;36.19134272726268;false;30.0
8390;3.0;10;-2.0;-79.65857501018358;38.29590563250564;true;14.0
8391;1.0;14;2.0;26.995450702784037;41.84633719566116;false;30.0
8392;3.0;10;-4.0;13.16259688406795;22.65383231505848;false;-18.0
8393;-1.0;18;2.0;-35.33866822471659;40.969065201223515;true;14.0
8394;1.0;14;2.0;29.965628001359462;43.55475957323945;false;30.0
8395;3.0;10;-4.0;15.060843970266056;21.897497588267015;false;-18.0
