timeStep;reward
1;30.0
2;17.0
3;-18.0
4;13.0
5;-18.0
6;14.0
7;21.0
8;14.0
9;25.0
10;33.0
11;14.0
12;-16.0
13;16.0
14;7.0
15;35.0
16;-99.0
17;9.0
18;21.0
19;40.0
20;27.0
21;14.0
22;-18.0
23;17.0
24;30.0
25;39.0
26;11.0
27;-20.0
28;14.0
29;-57.0
30;27.0
31;15.0
32;20.0
33;21.0
34;11.0
35;-72.0
36;-18.0
37;14.0
38;36.0
39;12.0
40;24.0
41;11.0
42;-115.0
43;12.0
44;-20.0
45;16.0
46;-16.0
47;12.0
48;-20.0
49;11.0
50;21.0
51;11.0
52;39.0
53;11.0
54;30.0
55;13.0
56;-57.0
57;-15.0
58;21.0
59;17.0
60;-57.0
61;-17.0
62;30.0
63;13.0
64;-135.0
65;-17.0
66;14.0
67;-125.0
68;-69.0
69;36.0
70;12.0
71;-63.0
72;-15.0
73;13.0
74;30.0
75;17.0
76;35.0
77;12.0
78;20.0
79;21.0
80;14.0
81;-15.0
82;16.0
83;-130.0
84;11.0
85;33.0
86;17.0
87;-140.0
88;-66.0
89;24.0
90;17.0
91;28.0
92;40.0
93;21.0
94;11.0
95;39.0
96;14.0
97;21.0
98;11.0
99;39.0
100;11.0
101;30.0
102;11.0
103;27.0
104;16.0
105;-145.0
106;-63.0
107;27.0
108;14.0
109;27.0
110;15.0
111;-21.0
112;15.0
113;30.0
114;27.0
115;14.0
116;39.0
117;16.0
118;36.0
119;11.0
120;27.0
121;13.0
122;30.0
123;15.0
124;-72.0
125;14.0
126;30.0
127;12.0
128;-140.0
129;17.0
130;33.0
131;15.0
132;-140.0
133;-21.0
134;15.0
135;15.0
136;17.0
137;21.0
138;17.0
139;24.0
140;14.0
141;36.0
142;14.0
143;27.0
144;14.0
145;33.0
146;11.0
147;33.0
148;15.0
149;21.0
150;12.0
151;39.0
152;14.0
153;30.0
154;14.0
155;30.0
156;13.0
157;33.0
158;17.0
159;30.0
160;16.0
161;-16.0
162;12.0
163;36.0
164;11.0
165;24.0
166;12.0
167;36.0
168;13.0
169;30.0
170;15.0
171;39.0
172;13.0
173;30.0
174;17.0
175;27.0
176;16.0
177;30.0
178;14.0
179;39.0
180;16.0
181;36.0
182;17.0
183;24.0
184;11.0
185;30.0
186;15.0
187;36.0
188;11.0
189;21.0
190;14.0
191;33.0
192;13.0
193;39.0
194;15.0
195;24.0
196;15.0
197;30.0
198;11.0
199;33.0
200;17.0
201;-18.0
202;12.0
203;36.0
204;12.0
205;39.0
206;14.0
207;39.0
208;17.0
209;30.0
210;17.0
211;33.0
212;16.0
213;33.0
214;11.0
215;27.0
216;16.0
217;27.0
218;11.0
219;21.0
220;15.0
221;30.0
222;13.0
223;33.0
224;12.0
225;21.0
226;14.0
227;21.0
228;16.0
229;24.0
230;13.0
231;24.0
232;15.0
233;24.0
234;16.0
235;21.0
236;14.0
237;21.0
238;16.0
239;33.0
240;11.0
241;-18.0
242;17.0
243;39.0
244;13.0
245;21.0
246;17.0
247;33.0
248;13.0
249;21.0
250;16.0
251;24.0
252;13.0
253;39.0
254;12.0
255;33.0
256;14.0
257;27.0
258;14.0
259;30.0
260;17.0
261;33.0
262;15.0
263;39.0
264;15.0
265;24.0
266;13.0
267;21.0
268;14.0
269;27.0
270;12.0
271;21.0
272;14.0
273;39.0
274;16.0
275;36.0
276;17.0
277;21.0
278;13.0
279;24.0
280;17.0
281;-69.0
282;-15.0
283;16.0
284;21.0
285;16.0
286;39.0
287;13.0
288;39.0
289;14.0
290;33.0
291;17.0
292;27.0
293;17.0
294;21.0
295;14.0
296;21.0
297;11.0
298;39.0
299;13.0
300;24.0
301;17.0
302;33.0
303;15.0
304;33.0
305;16.0
306;27.0
307;14.0
308;36.0
309;16.0
310;33.0
311;13.0
312;36.0
313;11.0
314;24.0
315;14.0
316;27.0
317;16.0
318;36.0
319;17.0
320;39.0
321;-66.0
322;-21.0
323;14.0
324;36.0
325;15.0
326;27.0
327;15.0
328;39.0
329;12.0
330;30.0
331;14.0
332;33.0
333;15.0
334;39.0
335;11.0
336;24.0
337;14.0
338;27.0
339;11.0
340;24.0
341;13.0
342;33.0
343;12.0
344;33.0
345;14.0
346;27.0
347;15.0
348;30.0
349;14.0
350;33.0
351;17.0
352;33.0
353;15.0
354;33.0
355;11.0
356;21.0
357;11.0
358;33.0
359;15.0
360;39.0
361;30.0
362;24.0
363;11.0
364;30.0
365;14.0
366;36.0
367;11.0
368;27.0
369;15.0
370;30.0
371;17.0
372;30.0
373;13.0
374;30.0
375;15.0
376;27.0
377;17.0
378;27.0
379;14.0
380;27.0
381;17.0
382;33.0
383;13.0
384;27.0
385;15.0
386;30.0
387;17.0
388;33.0
389;11.0
390;27.0
391;17.0
392;21.0
393;14.0
394;21.0
395;16.0
396;36.0
397;16.0
398;24.0
399;13.0
400;36.0
401;45.0
402;24.0
403;14.0
404;33.0
405;13.0
406;21.0
407;16.0
408;27.0
409;13.0
410;30.0
411;13.0
412;24.0
413;11.0
414;21.0
415;17.0
416;39.0
417;15.0
418;24.0
419;11.0
420;24.0
421;14.0
422;33.0
423;12.0
424;39.0
425;11.0
426;33.0
427;17.0
428;24.0
429;17.0
430;30.0
431;13.0
432;36.0
433;17.0
434;30.0
435;13.0
436;21.0
437;11.0
438;27.0
439;15.0
440;21.0
441;30.0
442;36.0
443;14.0
444;33.0
445;14.0
446;27.0
447;15.0
448;21.0
449;13.0
450;30.0
451;14.0
452;30.0
453;12.0
454;24.0
455;14.0
456;33.0
457;14.0
458;24.0
459;16.0
460;27.0
461;16.0
462;30.0
463;12.0
464;21.0
465;16.0
466;30.0
467;17.0
468;36.0
469;11.0
470;30.0
471;14.0
472;39.0
473;13.0
474;21.0
475;16.0
476;33.0
477;16.0
478;30.0
479;11.0
480;27.0
481;35.0
482;11.0
483;30.0
484;14.0
485;21.0
486;12.0
487;27.0
488;11.0
489;33.0
490;12.0
491;33.0
492;13.0
493;30.0
494;14.0
495;39.0
496;16.0
497;30.0
498;13.0
499;36.0
500;13.0
501;24.0
502;13.0
503;33.0
504;17.0
505;33.0
506;16.0
507;27.0
508;15.0
509;30.0
510;16.0
511;30.0
512;14.0
513;21.0
514;16.0
515;21.0
516;12.0
517;27.0
518;16.0
519;24.0
520;11.0
521;33.0
522;17.0
523;30.0
524;15.0
525;39.0
526;17.0
527;33.0
528;14.0
529;30.0
530;14.0
531;24.0
532;17.0
533;33.0
534;12.0
535;33.0
536;14.0
537;21.0
538;17.0
539;27.0
540;14.0
541;24.0
542;14.0
543;27.0
544;14.0
545;30.0
546;12.0
547;39.0
548;17.0
549;39.0
550;11.0
551;30.0
552;11.0
553;36.0
554;16.0
555;39.0
556;16.0
557;24.0
558;17.0
559;24.0
560;13.0
561;27.0
562;11.0
563;30.0
564;14.0
565;36.0
566;13.0
567;27.0
568;12.0
569;30.0
570;16.0
571;27.0
572;14.0
573;33.0
574;16.0
575;33.0
576;13.0
577;33.0
578;14.0
579;33.0
580;11.0
581;21.0
582;17.0
583;21.0
584;16.0
585;30.0
586;15.0
587;30.0
588;16.0
589;30.0
590;13.0
591;24.0
592;11.0
593;24.0
594;15.0
595;39.0
596;11.0
597;33.0
598;14.0
599;30.0
600;14.0
601;24.0
602;15.0
603;27.0
604;16.0
605;39.0
606;15.0
607;30.0
608;14.0
609;36.0
610;11.0
611;30.0
612;16.0
613;27.0
614;14.0
615;21.0
616;17.0
617;30.0
618;12.0
619;33.0
620;13.0
621;33.0
622;12.0
623;30.0
624;12.0
625;30.0
626;12.0
627;27.0
628;13.0
629;21.0
630;12.0
631;24.0
632;14.0
633;30.0
634;17.0
635;36.0
636;15.0
637;24.0
638;16.0
639;36.0
640;11.0
641;33.0
642;12.0
643;30.0
644;16.0
645;24.0
646;12.0
647;33.0
648;11.0
649;24.0
650;16.0
651;39.0
652;11.0
653;24.0
654;17.0
655;27.0
656;12.0
657;27.0
658;11.0
659;39.0
660;13.0
661;24.0
662;16.0
663;21.0
664;11.0
665;24.0
666;11.0
667;33.0
668;17.0
669;24.0
670;13.0
671;21.0
672;12.0
673;24.0
674;14.0
675;30.0
676;13.0
677;36.0
678;14.0
679;33.0
680;16.0
681;30.0
682;15.0
683;39.0
684;16.0
685;27.0
686;14.0
687;30.0
688;11.0
689;36.0
690;16.0
691;24.0
692;16.0
693;30.0
694;15.0
695;36.0
696;14.0
697;30.0
698;13.0
699;36.0
700;17.0
701;39.0
702;16.0
703;27.0
704;13.0
705;27.0
706;15.0
707;21.0
708;13.0
709;39.0
710;16.0
711;21.0
712;16.0
713;24.0
714;15.0
715;33.0
716;14.0
717;36.0
718;16.0
719;39.0
720;17.0
721;30.0
722;11.0
723;36.0
724;14.0
725;24.0
726;12.0
727;39.0
728;13.0
729;30.0
730;16.0
