timeStep;reward
1;33.0
2;11.0
3;14.0
4;-117.0
5;-306.0
6;-66.0
7;-9.0
8;14.0
9;39.0
10;14.0
11;-16.0
12;14.0
13;-57.0
14;-18.0
15;14.0
16;14.0
17;30.0
18;14.0
19;33.0
20;15.0
21;-20.0
22;25.0
23;21.0
24;14.0
25;-145.0
26;13.0
27;-16.0
28;13.0
29;-75.0
30;-16.0
31;15.0
32;-115.0
33;11.0
34;-16.0
35;14.0
36;33.0
37;14.0
38;36.0
39;14.0
40;30.0
41;16.0
42;45.0
43;27.0
44;-60.0
45;36.0
46;11.0
47;-17.0
48;21.0
49;17.0
50;-21.0
51;21.0
52;14.0
53;21.0
54;14.0
55;36.0
56;11.0
57;-57.0
58;21.0
59;16.0
60;-16.0
61;15.0
62;30.0
63;30.0
64;15.0
65;-115.0
66;-66.0
67;14.0
68;21.0
69;14.0
70;36.0
71;11.0
72;-145.0
73;-69.0
74;16.0
75;-21.0
76;15.0
77;21.0
78;45.0
79;30.0
80;17.0
81;-17.0
82;12.0
83;-21.0
84;17.0
85;-57.0
86;14.0
87;39.0
88;16.0
89;-16.0
90;16.0
91;-66.0
92;-21.0
93;13.0
94;30.0
95;16.0
96;-130.0
97;-60.0
98;-18.0
99;12.0
100;30.0
101;21.0
102;16.0
103;30.0
104;27.0
105;-15.0
106;11.0
107;25.0
108;30.0
109;16.0
110;30.0
111;16.0
112;24.0
113;15.0
114;24.0
115;11.0
116;21.0
117;16.0
118;36.0
119;11.0
120;27.0
121;13.0
122;-130.0
123;-18.0
124;16.0
125;21.0
126;14.0
127;30.0
128;17.0
129;-130.0
130;15.0
131;24.0
132;15.0
133;33.0
134;11.0
135;21.0
136;13.0
137;-7.0
138;15.0
139;-45.0
140;28.0
141;20.0
142;0.0
143;25.0
144;27.0
145;-63.0
146;-20.0
147;17.0
148;24.0
149;14.0
150;27.0
151;30.0
152;27.0
153;30.0
154;36.0
155;15.0
156;30.0
157;13.0
158;7.0
159;-169.0
160;-66.0
161;-18.0
162;-130.0
163;-77.0
164;-104.0
165;0.0
166;20.0
167;9.0
168;28.0
169;20.0
170;36.0
171;12.0
172;-60.0
173;-20.0
174;14.0
175;30.0
176;14.0
177;39.0
178;14.0
179;36.0
180;11.0
181;39.0
182;12.0
183;-120.0
184;-60.0
185;-18.0
186;11.0
187;33.0
188;16.0
189;27.0
190;20.0
191;39.0
192;14.0
193;33.0
194;17.0
195;39.0
196;12.0
197;39.0
198;12.0
199;33.0
200;13.0
201;-19.0
202;12.0
203;36.0
204;14.0
205;30.0
206;17.0
207;33.0
208;11.0
209;36.0
210;14.0
211;30.0
212;13.0
213;25.0
214;36.0
215;12.0
216;39.0
217;14.0
218;30.0
219;11.0
220;30.0
221;16.0
222;30.0
223;15.0
224;30.0
225;17.0
226;30.0
227;14.0
228;30.0
229;14.0
230;30.0
231;14.0
232;36.0
233;14.0
234;21.0
235;14.0
236;36.0
237;17.0
238;24.0
239;11.0
240;27.0
241;-72.0
242;-15.0
243;15.0
244;36.0
245;17.0
246;36.0
247;17.0
248;39.0
249;16.0
250;39.0
251;13.0
252;40.0
253;33.0
254;16.0
255;24.0
256;15.0
257;30.0
258;14.0
259;21.0
260;12.0
261;30.0
262;14.0
263;21.0
264;11.0
265;27.0
266;45.0
267;27.0
268;25.0
269;21.0
270;14.0
271;30.0
272;12.0
273;30.0
274;13.0
275;25.0
276;24.0
277;13.0
278;40.0
279;33.0
280;14.0
281;7.0
282;33.0
283;11.0
284;27.0
285;30.0
286;36.0
287;17.0
288;36.0
289;14.0
290;30.0
291;13.0
292;25.0
293;33.0
294;14.0
295;24.0
296;16.0
297;21.0
298;14.0
299;27.0
300;20.0
301;21.0
302;13.0
303;30.0
304;27.0
305;35.0
306;14.0
307;21.0
308;12.0
309;30.0
310;17.0
311;39.0
312;15.0
313;27.0
314;40.0
315;39.0
316;15.0
317;30.0
318;11.0
319;24.0
320;14.0
321;-125.0
322;-19.0
323;14.0
324;36.0
325;11.0
326;33.0
327;17.0
328;24.0
329;17.0
330;36.0
331;14.0
332;30.0
333;14.0
334;30.0
335;16.0
336;33.0
337;14.0
338;21.0
339;14.0
340;21.0
341;11.0
342;39.0
343;14.0
344;24.0
345;15.0
346;27.0
347;25.0
348;30.0
349;11.0
350;27.0
351;40.0
352;30.0
353;17.0
354;24.0
355;16.0
356;33.0
357;12.0
358;39.0
359;14.0
360;21.0
361;40.0
362;27.0
363;30.0
364;27.0
365;35.0
366;27.0
367;35.0
368;27.0
369;40.0
370;36.0
371;15.0
372;33.0
373;16.0
374;21.0
375;13.0
376;30.0
377;27.0
378;25.0
379;30.0
380;13.0
381;20.0
382;36.0
383;17.0
384;36.0
385;16.0
386;21.0
387;17.0
388;36.0
389;12.0
390;39.0
391;17.0
392;30.0
393;15.0
394;21.0
395;15.0
396;36.0
397;14.0
398;36.0
399;15.0
400;27.0
401;30.0
402;36.0
403;13.0
404;30.0
405;30.0
406;13.0
407;40.0
408;36.0
409;15.0
410;24.0
411;12.0
412;39.0
413;11.0
414;33.0
415;12.0
416;33.0
417;15.0
418;30.0
419;17.0
420;36.0
421;11.0
422;39.0
423;14.0
424;39.0
425;12.0
426;33.0
427;14.0
428;27.0
429;30.0
430;39.0
431;11.0
432;30.0
433;15.0
434;27.0
435;45.0
436;30.0
437;12.0
438;24.0
439;16.0
440;33.0
441;30.0
442;21.0
443;12.0
444;21.0
445;16.0
446;27.0
447;30.0
448;24.0
449;14.0
450;39.0
451;11.0
452;33.0
453;15.0
454;27.0
455;30.0
456;33.0
457;17.0
458;30.0
459;13.0
460;25.0
461;33.0
462;14.0
463;24.0
464;13.0
465;35.0
466;33.0
467;12.0
468;30.0
469;14.0
470;21.0
471;12.0
472;39.0
473;16.0
474;39.0
475;16.0
476;21.0
477;13.0
478;20.0
479;27.0
480;45.0
481;7.0
482;36.0
483;14.0
484;27.0
485;35.0
486;39.0
487;16.0
488;33.0
489;17.0
490;30.0
491;12.0
492;21.0
493;14.0
494;21.0
495;14.0
496;24.0
497;11.0
498;39.0
499;15.0
500;39.0
501;12.0
502;27.0
503;45.0
504;33.0
505;17.0
506;36.0
507;15.0
508;27.0
509;25.0
510;30.0
511;11.0
512;24.0
513;14.0
514;27.0
515;15.0
516;-18.0
517;-55.0
518;0.0
519;35.0
520;30.0
521;35.0
522;45.0
523;30.0
524;11.0
525;36.0
526;16.0
527;24.0
528;14.0
529;36.0
530;14.0
531;24.0
532;13.0
533;15.0
534;-20.0
535;16.0
536;39.0
537;14.0
538;21.0
539;15.0
540;24.0
541;13.0
542;40.0
543;21.0
544;14.0
545;21.0
546;14.0
547;36.0
548;17.0
549;27.0
550;25.0
551;30.0
552;17.0
553;21.0
554;15.0
555;36.0
556;13.0
557;30.0
558;36.0
559;17.0
560;33.0
561;30.0
562;27.0
563;40.0
564;30.0
565;16.0
566;30.0
567;17.0
568;30.0
569;11.0
570;27.0
571;15.0
572;-7.0
573;35.0
574;39.0
575;13.0
576;30.0
577;30.0
578;13.0
579;35.0
580;33.0
581;12.0
582;27.0
583;30.0
584;24.0
585;14.0
586;36.0
587;14.0
588;30.0
589;15.0
590;30.0
591;17.0
592;21.0
593;13.0
594;40.0
595;30.0
596;14.0
597;30.0
598;11.0
599;33.0
600;17.0
601;27.0
602;15.0
603;0.0
604;35.0
605;30.0
606;36.0
607;16.0
608;33.0
609;11.0
610;27.0
611;25.0
612;30.0
613;13.0
614;35.0
615;30.0
616;13.0
617;15.0
618;-45.0
619;14.0
620;30.0
621;16.0
622;39.0
623;14.0
624;30.0
625;13.0
626;35.0
627;33.0
628;14.0
629;21.0
630;14.0
631;24.0
632;14.0
633;21.0
634;14.0
635;30.0
636;17.0
637;30.0
638;14.0
639;39.0
640;15.0
641;24.0
642;14.0
643;33.0
644;15.0
645;24.0
646;14.0
647;30.0
648;17.0
649;30.0
650;14.0
651;39.0
652;16.0
653;39.0
654;15.0
655;30.0
656;11.0
657;33.0
658;14.0
659;30.0
660;16.0
661;36.0
662;12.0
663;39.0
664;14.0
665;33.0
666;12.0
667;30.0
668;16.0
669;24.0
670;13.0
671;45.0
672;33.0
673;17.0
674;27.0
675;30.0
676;30.0
677;16.0
678;27.0
679;45.0
680;33.0
681;30.0
682;33.0
683;12.0
684;30.0
685;12.0
686;27.0
687;30.0
688;21.0
689;16.0
690;30.0
691;16.0
692;27.0
693;25.0
694;30.0
695;15.0
696;27.0
697;20.0
698;39.0
699;17.0
700;36.0
701;11.0
702;27.0
703;35.0
704;36.0
705;12.0
706;24.0
707;13.0
708;25.0
709;30.0
710;13.0
711;30.0
712;33.0
713;15.0
714;36.0
715;12.0
716;33.0
717;17.0
718;36.0
719;15.0
720;33.0
721;40.0
722;39.0
723;12.0
724;27.0
725;45.0
726;21.0
727;11.0
728;30.0
729;13.0
730;20.0
731;36.0
732;16.0
733;24.0
734;14.0
735;27.0
736;20.0
737;21.0
738;13.0
739;20.0
740;36.0
741;14.0
742;36.0
743;12.0
744;36.0
745;11.0
746;39.0
747;11.0
748;24.0
749;16.0
750;27.0
751;15.0
752;-77.0
753;28.0
754;30.0
755;24.0
756;16.0
757;39.0
758;14.0
759;36.0
760;14.0
761;30.0
762;11.0
763;21.0
764;14.0
765;39.0
766;14.0
767;21.0
768;17.0
769;33.0
770;15.0
771;24.0
772;14.0
773;30.0
774;12.0
775;36.0
776;14.0
777;39.0
778;13.0
779;45.0
780;36.0
781;11.0
782;36.0
783;11.0
784;36.0
785;13.0
786;25.0
787;39.0
788;13.0
789;30.0
790;21.0
791;14.0
792;27.0
793;25.0
794;33.0
795;16.0
796;33.0
797;13.0
798;45.0
799;33.0
800;13.0
801;33.0
802;15.0
803;27.0
804;40.0
805;27.0
806;45.0
807;21.0
808;14.0
809;39.0
810;11.0
811;39.0
812;15.0
813;24.0
814;15.0
815;30.0
816;16.0
817;36.0
818;12.0
819;21.0
820;11.0
821;36.0
822;11.0
823;36.0
824;14.0
825;33.0
826;11.0
827;24.0
828;14.0
829;30.0
830;14.0
831;24.0
832;11.0
833;24.0
834;16.0
835;27.0
836;30.0
837;33.0
838;14.0
839;39.0
840;16.0
841;36.0
842;14.0
843;30.0
844;11.0
845;39.0
846;15.0
847;21.0
848;14.0
849;39.0
850;11.0
851;39.0
852;13.0
853;20.0
854;27.0
855;30.0
856;39.0
857;17.0
858;27.0
859;30.0
860;30.0
861;12.0
862;36.0
863;14.0
864;30.0
865;12.0
866;27.0
867;35.0
868;24.0
869;14.0
870;21.0
871;11.0
872;27.0
873;35.0
874;24.0
875;16.0
876;39.0
877;14.0
878;36.0
879;11.0
880;33.0
881;30.0
882;33.0
883;15.0
884;30.0
885;12.0
886;36.0
887;17.0
888;30.0
889;16.0
890;36.0
891;17.0
892;24.0
893;11.0
894;33.0
895;11.0
896;30.0
897;11.0
898;39.0
899;14.0
900;36.0
901;14.0
902;24.0
903;11.0
904;30.0
905;14.0
906;24.0
907;17.0
908;36.0
909;12.0
910;33.0
911;11.0
912;21.0
913;13.0
914;40.0
915;24.0
916;12.0
917;36.0
918;12.0
919;39.0
920;16.0
921;39.0
922;11.0
923;21.0
924;17.0
925;21.0
926;11.0
927;30.0
928;12.0
929;30.0
930;14.0
931;27.0
932;30.0
933;30.0
934;17.0
935;30.0
936;12.0
937;27.0
938;45.0
939;30.0
940;12.0
941;33.0
942;13.0
943;45.0
944;30.0
945;16.0
946;36.0
947;11.0
948;39.0
949;14.0
950;30.0
951;15.0
952;27.0
953;35.0
954;30.0
955;17.0
956;27.0
957;30.0
958;36.0
959;12.0
960;33.0
961;30.0
962;21.0
963;15.0
964;21.0
965;11.0
966;24.0
967;17.0
968;30.0
969;11.0
970;30.0
971;15.0
972;36.0
973;15.0
974;21.0
975;12.0
976;33.0
977;15.0
978;30.0
979;15.0
980;33.0
981;11.0
982;33.0
983;15.0
984;36.0
985;13.0
986;15.0
987;-17.0
988;12.0
989;21.0
990;12.0
991;30.0
992;13.0
993;30.0
994;33.0
995;14.0
996;36.0
997;16.0
998;21.0
999;15.0
1000;30.0
1001;45.0
1002;27.0
1003;30.0
1004;24.0
1005;16.0
1006;21.0
1007;17.0
1008;39.0
1009;16.0
1010;27.0
1011;35.0
1012;39.0
1013;13.0
1014;45.0
1015;39.0
1016;14.0
1017;24.0
1018;16.0
1019;27.0
1020;45.0
1021;33.0
1022;11.0
1023;39.0
1024;17.0
1025;33.0
1026;14.0
1027;33.0
1028;14.0
1029;30.0
1030;14.0
1031;27.0
1032;20.0
1033;21.0
1034;12.0
1035;21.0
1036;13.0
1037;40.0
1038;30.0
1039;12.0
1040;36.0
1041;25.0
1042;39.0
1043;17.0
