timeStep;reward
1;0.0
2;39.0
3;14.0
4;-21.0
5;27.0
6;25.0
7;24.0
8;14.0
9;-60.0
10;30.0
11;15.0
12;28.0
13;-77.0
14;-18.0
15;7.0
16;20.0
17;33.0
18;15.0
19;-21.0
20;14.0
21;35.0
22;-77.0
23;-210.0
24;-45.0
25;-91.0
26;-99.0
27;14.0
28;30.0
29;21.0
30;15.0
31;-18.0
32;27.0
33;16.0
34;-15.0
35;16.0
36;-57.0
37;17.0
38;-18.0
39;13.0
40;-18.0
41;-69.0
42;-21.0
43;15.0
44;-75.0
45;13.0
46;-60.0
47;-20.0
48;16.0
49;-120.0
50;-15.0
51;12.0
52;-60.0
53;-19.0
54;16.0
55;36.0
56;35.0
57;-45.0
58;27.0
59;13.0
60;-145.0
61;-60.0
62;12.0
63;-60.0
64;15.0
65;-140.0
66;14.0
67;-115.0
68;-63.0
69;-18.0
70;14.0
71;-7.0
72;30.0
73;39.0
74;16.0
75;33.0
76;14.0
77;25.0
78;30.0
79;17.0
80;-72.0
81;-324.0
82;-196.0
83;-115.0
84;12.0
85;28.0
86;-88.0
87;-340.0
88;-483.0
89;-361.0
90;-323.0
91;-104.0
92;-33.0
93;-27.0
94;0.0
95;35.0
96;13.0
97;21.0
98;11.0
99;-18.0
100;14.0
101;45.0
102;-45.0
103;20.0
104;39.0
105;12.0
106;-145.0
107;-20.0
108;15.0
109;39.0
110;12.0
111;14.0
112;20.0
113;21.0
114;17.0
115;-120.0
116;-18.0
117;15.0
118;33.0
119;15.0
120;21.0
121;-66.0
122;-15.0
123;11.0
124;-63.0
125;16.0
126;27.0
127;14.0
128;40.0
129;-21.0
130;12.0
131;24.0
132;13.0
133;24.0
134;16.0
135;30.0
136;14.0
137;35.0
138;11.0
139;-130.0
140;-18.0
141;14.0
142;45.0
143;17.0
144;24.0
145;17.0
146;30.0
147;14.0
148;30.0
149;21.0
150;17.0
151;27.0
152;12.0
153;30.0
154;13.0
155;33.0
156;15.0
157;39.0
158;12.0
159;30.0
160;15.0
161;15.0
162;24.0
163;15.0
164;24.0
165;13.0
166;30.0
167;12.0
168;24.0
169;15.0
170;30.0
171;11.0
172;30.0
173;14.0
174;30.0
175;21.0
176;11.0
177;21.0
178;15.0
179;27.0
180;14.0
181;40.0
182;16.0
183;24.0
184;15.0
185;30.0
186;15.0
187;30.0
188;15.0
189;36.0
190;13.0
191;30.0
192;14.0
193;20.0
194;27.0
195;15.0
196;21.0
197;11.0
198;27.0
199;15.0
200;21.0
201;35.0
202;15.0
203;39.0
204;16.0
205;30.0
206;12.0
207;27.0
208;12.0
209;36.0
210;15.0
211;39.0
212;16.0
213;36.0
214;12.0
215;30.0
216;14.0
217;30.0
218;33.0
219;14.0
220;45.0
221;16.0
222;36.0
223;12.0
224;39.0
225;13.0
226;39.0
227;17.0
228;36.0
229;17.0
230;39.0
