timeStep;reward
1;27.0
2;14.0
3;-21.0
4;12.0
5;-17.0
6;14.0
7;-145.0
8;-75.0
9;30.0
10;11.0
11;-17.0
12;14.0
13;-115.0
14;-63.0
15;-18.0
16;16.0
17;-17.0
18;11.0
19;-72.0
20;15.0
21;-16.0
22;30.0
23;30.0
24;13.0
25;45.0
26;-9.0
27;-165.0
28;-437.0
29;-240.0
30;-169.0
31;-55.0
32;0.0
33;0.0
34;36.0
35;14.0
36;27.0
37;16.0
38;-140.0
39;15.0
40;0.0
41;40.0
42;14.0
43;39.0
44;-75.0
45;-17.0
46;17.0
47;-16.0
48;14.0
49;21.0
50;15.0
51;-60.0
52;-18.0
53;17.0
54;-72.0
55;-18.0
56;17.0
57;30.0
58;14.0
59;36.0
60;11.0
61;-135.0
62;-66.0
63;12.0
64;-130.0
65;-60.0
66;17.0
67;-120.0
68;-75.0
69;-16.0
70;16.0
71;45.0
72;-18.0
73;16.0
74;-125.0
75;-69.0
76;21.0
77;11.0
78;30.0
79;15.0
80;-135.0
81;-203.0
82;-130.0
83;-15.0
84;16.0
85;30.0
86;11.0
87;30.0
88;11.0
89;33.0
90;-36.0
91;15.0
92;36.0
93;14.0
94;30.0
95;15.0
96;45.0
97;-17.0
98;17.0
99;40.0
100;27.0
101;17.0
102;36.0
103;14.0
104;36.0
105;13.0
106;-15.0
107;16.0
108;24.0
109;11.0
110;27.0
111;11.0
112;27.0
113;13.0
114;-16.0
115;14.0
116;39.0
117;15.0
118;36.0
119;15.0
120;24.0
121;-69.0
122;-21.0
123;15.0
124;30.0
125;15.0
126;30.0
127;16.0
128;39.0
129;-17.0
130;16.0
131;21.0
132;12.0
133;24.0
134;14.0
135;21.0
136;14.0
137;39.0
138;-18.0
139;15.0
140;27.0
141;11.0
142;33.0
143;35.0
144;15.0
145;21.0
146;17.0
147;36.0
148;15.0
149;24.0
150;14.0
151;39.0
152;-18.0
153;14.0
154;36.0
155;16.0
156;33.0
157;-16.0
158;11.0
159;39.0
160;-66.0
161;-21.0
162;11.0
163;21.0
164;12.0
165;-120.0
166;12.0
167;28.0
168;-66.0
169;-27.0
170;24.0
171;13.0
172;-20.0
173;40.0
174;33.0
175;-18.0
176;12.0
177;33.0
178;-18.0
179;13.0
180;21.0
181;-45.0
182;-225.0
183;-130.0
184;-55.0
185;-169.0
186;9.0
187;0.0
188;35.0
189;30.0
190;17.0
191;39.0
192;-17.0
193;16.0
194;36.0
195;11.0
196;21.0
197;15.0
198;27.0
199;16.0
200;30.0
201;28.0
202;21.0
203;14.0
204;30.0
205;11.0
206;21.0
207;17.0
208;33.0
209;-18.0
210;13.0
211;-72.0
212;12.0
213;27.0
214;16.0
215;30.0
216;15.0
217;24.0
218;14.0
219;36.0
220;16.0
221;21.0
222;11.0
223;21.0
224;15.0
225;36.0
226;13.0
227;33.0
228;-15.0
229;14.0
230;36.0
231;14.0
232;21.0
233;15.0
234;33.0
235;25.0
236;30.0
237;15.0
238;33.0
239;-21.0
240;11.0
241;33.0
242;-15.0
243;11.0
244;36.0
245;11.0
246;24.0
247;11.0
248;30.0
249;11.0
250;30.0
251;13.0
252;-120.0
253;-18.0
254;15.0
255;33.0
256;-19.0
257;17.0
258;39.0
259;35.0
260;20.0
261;30.0
262;16.0
263;21.0
264;15.0
265;36.0
266;12.0
267;24.0
268;15.0
269;21.0
270;17.0
271;39.0
272;0.0
273;35.0
274;30.0
275;14.0
276;21.0
277;13.0
278;21.0
279;17.0
280;39.0
281;25.0
282;33.0
283;-69.0
284;-16.0
285;11.0
286;30.0
287;11.0
288;30.0
289;14.0
290;33.0
291;15.0
292;30.0
293;15.0
294;27.0
295;17.0
296;30.0
297;14.0
298;27.0
299;11.0
300;21.0
301;11.0
302;36.0
303;11.0
304;39.0
305;21.0
306;36.0
307;14.0
308;39.0
309;14.0
310;30.0
311;39.0
312;7.0
313;25.0
314;39.0
315;28.0
316;30.0
317;17.0
318;21.0
319;11.0
320;33.0
321;20.0
322;27.0
323;12.0
324;21.0
325;17.0
326;33.0
327;25.0
328;24.0
329;15.0
330;21.0
331;14.0
332;39.0
333;28.0
334;27.0
335;17.0
336;21.0
337;13.0
338;30.0
339;16.0
340;33.0
341;35.0
342;36.0
343;11.0
344;33.0
345;30.0
346;39.0
347;0.0
348;40.0
349;39.0
350;14.0
351;45.0
352;-66.0
353;28.0
354;21.0
355;12.0
356;36.0
357;16.0
358;21.0
359;13.0
360;21.0
361;20.0
362;39.0
363;28.0
364;27.0
365;16.0
366;21.0
367;12.0
368;27.0
369;14.0
370;33.0
371;30.0
372;21.0
373;14.0
374;24.0
375;13.0
376;27.0
377;15.0
378;30.0
379;15.0
380;33.0
381;45.0
382;-27.0
383;7.0
384;30.0
385;21.0
386;13.0
387;33.0
388;30.0
389;36.0
390;14.0
391;21.0
392;11.0
393;24.0
394;16.0
395;24.0
396;12.0
397;36.0
398;11.0
399;33.0
400;45.0
401;7.0
402;15.0
403;21.0
404;17.0
405;36.0
406;16.0
407;39.0
408;7.0
409;25.0
410;39.0
411;7.0
412;30.0
413;39.0
414;28.0
415;30.0
416;11.0
417;24.0
418;17.0
419;39.0
420;7.0
421;20.0
422;39.0
423;-7.0
424;13.0
425;30.0
426;13.0
427;24.0
428;13.0
429;30.0
430;16.0
431;24.0
432;14.0
433;30.0
434;12.0
435;39.0
436;14.0
437;20.0
438;27.0
439;17.0
440;30.0
441;45.0
442;-77.0
443;-272.0
444;-210.0
445;-55.0
446;-7.0
447;20.0
448;27.0
449;14.0
450;21.0
451;13.0
452;24.0
453;15.0
454;36.0
