timeStep;reward
1;24.0
2;15.0
3;-15.0
4;13.0
5;-17.0
6;15.0
7;-63.0
8;-15.0
9;13.0
10;-63.0
11;15.0
12;-115.0
13;-66.0
14;21.0
15;-27.0
16;35.0
17;-45.0
18;7.0
19;-88.0
20;9.0
21;14.0
22;30.0
23;-17.0
24;17.0
25;-18.0
26;15.0
27;36.0
28;21.0
29;35.0
30;21.0
31;-17.0
32;12.0
33;33.0
34;-18.0
35;7.0
36;30.0
37;9.0
38;35.0
39;36.0
40;13.0
41;-17.0
42;11.0
43;30.0
44;27.0
45;16.0
46;-19.0
47;16.0
48;-63.0
49;17.0
50;40.0
51;-66.0
52;-130.0
53;-88.0
54;-9.0
55;14.0
56;40.0
57;-19.0
58;12.0
59;-18.0
60;15.0
61;39.0
62;17.0
63;-69.0
64;-17.0
65;11.0
66;-16.0
67;30.0
68;-18.0
69;13.0
70;-135.0
71;-66.0
72;-16.0
73;15.0
74;36.0
75;16.0
76;0.0
77;45.0
78;33.0
79;-17.0
80;15.0
81;-18.0
82;14.0
83;-16.0
84;12.0
85;-17.0
86;17.0
87;35.0
88;24.0
89;11.0
90;-17.0
91;16.0
92;-145.0
93;-16.0
94;14.0
95;-72.0
96;-15.0
97;16.0
98;15.0
99;-16.0
100;11.0
101;-20.0
102;12.0
103;-17.0
104;14.0
105;-120.0
106;-57.0
107;-16.0
108;14.0
109;39.0
110;16.0
111;27.0
112;11.0
113;28.0
114;30.0
115;27.0
116;16.0
117;21.0
118;-63.0
119;14.0
120;21.0
121;-17.0
122;17.0
123;-140.0
124;-69.0
125;17.0
126;33.0
127;-60.0
128;15.0
129;24.0
130;13.0
131;21.0
132;0.0
133;35.0
134;39.0
135;15.0
136;30.0
137;-72.0
138;21.0
139;30.0
140;27.0
141;13.0
142;24.0
143;11.0
144;-66.0
145;-20.0
146;14.0
147;30.0
148;9.0
149;35.0
150;30.0
151;30.0
152;24.0
153;15.0
154;33.0
155;15.0
156;12.0
157;-19.0
158;13.0
159;39.0
160;12.0
161;14.0
162;40.0
163;35.0
164;30.0
165;30.0
166;33.0
167;30.0
168;30.0
169;35.0
170;27.0
171;16.0
172;33.0
173;25.0
174;36.0
175;14.0
176;24.0
177;13.0
178;36.0
179;14.0
180;21.0
181;20.0
182;14.0
183;15.0
184;13.0
185;33.0
186;35.0
187;27.0
188;12.0
189;35.0
190;39.0
191;16.0
192;36.0
193;12.0
194;-75.0
195;11.0
196;30.0
197;30.0
198;24.0
199;12.0
200;20.0
201;-19.0
202;16.0
203;27.0
204;15.0
205;21.0
206;30.0
207;30.0
208;25.0
209;21.0
210;30.0
211;36.0
212;17.0
213;24.0
214;11.0
215;-145.0
216;15.0
217;30.0
218;20.0
219;30.0
220;15.0
221;12.0
222;-115.0
223;-21.0
224;33.0
225;20.0
226;39.0
227;14.0
228;27.0
229;11.0
230;33.0
231;40.0
232;-19.0
233;12.0
234;0.0
235;40.0
236;-17.0
237;13.0
238;30.0
239;25.0
240;36.0
241;-60.0
242;-19.0
243;17.0
244;21.0
245;30.0
246;30.0
247;25.0
248;24.0
249;17.0
250;39.0
251;15.0
252;33.0
253;20.0
254;21.0
255;40.0
256;-21.0
257;12.0
258;24.0
259;14.0
260;24.0
261;17.0
262;30.0
263;45.0
264;33.0
265;20.0
266;33.0
267;40.0
268;-18.0
269;14.0
270;24.0
271;17.0
272;30.0
273;40.0
274;-20.0
275;17.0
276;24.0
277;15.0
278;33.0
279;40.0
280;-99.0
281;-143.0
282;-88.0
283;-340.0
284;-180.0
285;-91.0
286;-44.0
287;-210.0
288;-91.0
289;-361.0
290;-255.0
291;-525.0
292;-399.0
293;-357.0
294;-588.0
295;-925.0
296;-483.0
297;-418.0
298;-340.0
299;-130.0
300;-7.0
301;-104.0
302;-33.0
303;28.0
304;30.0
305;30.0
306;45.0
307;39.0
308;16.0
309;39.0
310;16.0
311;21.0
312;45.0
313;33.0
314;15.0
315;16.0
316;27.0
317;15.0
