timeStep;reward
1;27.0
2;12.0
3;-15.0
4;11.0
5;-20.0
6;40.0
7;30.0
8;13.0
9;-16.0
10;40.0
11;33.0
12;-7.0
13;15.0
14;27.0
15;16.0
16;-19.0
17;30.0
18;24.0
19;14.0
20;-60.0
21;-19.0
22;14.0
23;-60.0
24;24.0
25;16.0
26;-130.0
27;-72.0
28;-15.0
29;16.0
30;-130.0
31;17.0
32;-15.0
33;16.0
34;25.0
35;39.0
36;-17.0
37;17.0
38;-72.0
39;12.0
40;-60.0
41;-145.0
42;-60.0
43;11.0
44;-72.0
45;12.0
46;-130.0
47;-18.0
48;30.0
49;11.0
50;27.0
51;17.0
52;30.0
53;27.0
54;11.0
55;-120.0
56;12.0
57;0.0
58;14.0
59;-135.0
60;-72.0
61;16.0
62;24.0
63;11.0
64;0.0
65;30.0
66;39.0
67;-21.0
68;17.0
69;-125.0
70;-20.0
71;12.0
72;27.0
73;13.0
74;-63.0
75;14.0
76;24.0
77;15.0
78;-15.0
79;11.0
80;27.0
81;15.0
82;33.0
83;45.0
84;33.0
85;-20.0
86;12.0
87;24.0
88;17.0
89;24.0
90;11.0
91;30.0
92;17.0
93;39.0
94;-57.0
95;27.0
96;15.0
97;21.0
98;25.0
99;36.0
100;16.0
101;21.0
102;15.0
103;-60.0
104;13.0
105;30.0
106;12.0
107;30.0
108;11.0
109;36.0
110;13.0
111;-130.0
112;-18.0
113;14.0
114;39.0
115;35.0
116;39.0
117;20.0
118;-18.0
119;7.0
120;0.0
121;15.0
122;39.0
123;45.0
124;39.0
125;15.0
126;27.0
127;15.0
128;21.0
129;11.0
130;24.0
131;15.0
132;-125.0
133;-18.0
134;16.0
135;39.0
136;45.0
137;24.0
138;16.0
139;36.0
140;17.0
141;33.0
142;-18.0
143;15.0
144;24.0
145;16.0
146;30.0
147;13.0
148;7.0
149;20.0
150;-27.0
151;0.0
152;35.0
153;27.0
154;16.0
155;36.0
156;17.0
157;21.0
158;15.0
159;36.0
160;17.0
161;-60.0
162;14.0
163;33.0
164;-21.0
165;17.0
166;36.0
167;12.0
168;21.0
169;13.0
170;25.0
171;39.0
172;35.0
173;27.0
174;15.0
175;27.0
176;17.0
177;24.0
178;17.0
179;30.0
180;16.0
181;36.0
182;13.0
183;39.0
184;35.0
185;27.0
186;12.0
187;21.0
188;14.0
189;27.0
190;11.0
191;30.0
192;14.0
193;27.0
194;16.0
195;30.0
196;14.0
197;27.0
198;14.0
199;39.0
200;45.0
201;-44.0
202;-36.0
203;-169.0
204;-44.0
205;21.0
206;40.0
207;39.0
208;20.0
209;0.0
210;-77.0
211;0.0
212;-169.0
213;0.0
214;33.0
215;25.0
216;33.0
217;-57.0
218;-21.0
219;14.0
220;33.0
221;45.0
222;39.0
223;40.0
224;39.0
225;45.0
226;36.0
227;17.0
228;30.0
229;14.0
230;24.0
231;17.0
232;39.0
233;35.0
234;30.0
235;14.0
236;33.0
237;15.0
238;21.0
239;13.0
240;24.0
241;0.0
242;27.0
243;12.0
244;27.0
245;14.0
246;27.0
247;14.0
248;33.0
249;20.0
250;-17.0
251;15.0
252;39.0
253;30.0
254;21.0
255;14.0
256;30.0
257;13.0
258;27.0
259;15.0
260;36.0
261;15.0
262;36.0
263;15.0
264;24.0
265;13.0
266;36.0
267;15.0
268;24.0
269;15.0
270;21.0
271;14.0
272;24.0
273;17.0
274;36.0
275;14.0
276;24.0
277;13.0
278;39.0
279;30.0
280;27.0
281;14.0
282;25.0
283;21.0
284;11.0
285;33.0
286;35.0
287;21.0
288;13.0
289;39.0
290;15.0
291;27.0
292;14.0
293;30.0
294;15.0
295;39.0
296;15.0
297;21.0
298;16.0
299;24.0
300;16.0
301;33.0
302;45.0
303;39.0
304;40.0
305;30.0
306;11.0
307;30.0
308;11.0
309;24.0
310;13.0
311;30.0
312;17.0
313;30.0
314;13.0
315;21.0
316;14.0
317;27.0
318;11.0
319;33.0
320;20.0
321;35.0
322;15.0
323;36.0
324;14.0
325;21.0
326;14.0
327;30.0
328;15.0
329;39.0
330;20.0
331;-9.0
332;14.0
333;45.0
334;24.0
335;14.0
336;27.0
337;11.0
338;24.0
339;11.0
340;30.0
341;11.0
342;27.0
343;12.0
344;27.0
345;16.0
346;36.0
347;14.0
348;33.0
349;45.0
350;30.0
351;12.0
352;30.0
353;13.0
354;27.0
355;15.0
356;36.0
357;17.0
358;30.0
359;12.0
360;30.0
361;40.0
362;30.0
363;15.0
364;36.0
365;14.0
366;33.0
367;40.0
368;21.0
369;11.0
370;24.0
371;14.0
372;24.0
373;14.0
374;30.0
375;12.0
376;39.0
377;30.0
378;30.0
379;17.0
380;27.0
381;16.0
382;27.0
383;12.0
384;39.0
385;45.0
386;36.0
387;16.0
388;36.0
389;16.0
390;21.0
391;17.0
392;33.0
393;15.0
394;21.0
395;15.0
396;27.0
397;14.0
398;33.0
399;15.0
400;21.0
401;30.0
402;33.0
403;45.0
404;21.0
405;12.0
406;21.0
407;11.0
408;27.0
409;16.0
410;27.0
